Sample	theta_A	theta_B	theta_C	theta_D	theta_AB	theta_ABC	theta_root	tau_AB	tau_ABC	tau_root	m_D->B	Data-ld-ln	Full-ld-ln	Gene-ld-ln
1402	 1.01491	 1.38171	 2.74004	 7.10289	 2.43448	 2.49589	 5.05806	 0.08038	 0.11005	 0.71589	27.01337	-1348.454111	-1401799.878846	-53345.768081
1403	 0.96562	 1.37548	 2.84203	 7.48057	 2.34792	 2.48465	 5.03527	 0.08002	 0.10465	 0.71266	27.26310	-1348.403750	-1401738.143966	-53334.394461
1404	 0.92561	 1.31567	 2.77152	 7.18717	 2.26483	 2.50780	 5.28310	 0.07963	 0.10415	 0.70926	28.07228	-1348.436291	-1401747.934743	-53311.643532
1405	 0.87661	 1.39266	 2.66880	 6.83552	 2.33370	 2.50165	 5.08926	 0.07944	 0.10389	 0.70752	28.58533	-1348.324523	-1401711.599081	-53387.076548
1406	 0.82202	 1.40458	 2.78332	 6.58989	 2.28126	 2.49593	 5.07762	 0.07926	 0.10366	 0.70590	29.16136	-1348.234587	-1401724.088610	-53489.501685
1407	 0.79644	 1.35867	 2.78898	 6.75213	 2.19179	 2.50100	 4.90931	 0.07942	 0.10387	 0.70733	29.78158	-1348.130340	-1401701.890112	-53571.550324
1408	 0.79408	 1.29138	 2.64406	 6.58672	 2.22942	 2.49358	 4.89473	 0.07918	 0.10356	 0.70523	29.50347	-1348.188988	-1401711.395441	-53522.407779
1409	 0.81371	 1.31994	 2.56508	 6.57605	 2.28269	 2.48954	 5.03042	 0.07905	 0.10339	 0.70409	30.30814	-1348.171422	-1401724.299292	-53552.877346
1410	 0.84452	 1.28906	 2.55840	 6.38212	 2.34272	 2.48306	 5.01732	 0.07885	 0.10681	 0.70226	29.88446	-1348.142759	-1401706.688132	-53563.929593
1411	 0.86879	 1.23461	 2.46512	 6.57677	 2.43387	 2.47710	 5.00529	 0.07757	 0.10602	 0.72842	29.44700	-1348.368263	-1401701.374421	-53333.111334
1412	 0.91829	 1.28450	 2.54322	 6.55787	 2.41779	 2.46998	 4.99090	 0.08511	 0.10572	 0.72632	30.22039	-1348.194199	-1401734.088384	-53539.889338
1413	 0.96545	 1.34137	 2.53349	 6.53927	 2.47128	 2.46054	 4.97181	 0.08478	 0.10531	 0.72354	29.60595	-1348.137627	-1401656.575597	-53518.948255
1414	 0.94847	 1.40134	 2.63338	 6.55892	 2.59976	 2.55131	 4.98676	 0.08369	 0.10563	 0.72572	30.32934	-1348.194803	-1401716.659064	-53521.856034
1415	 0.94591	 1.44342	 2.55884	 6.38472	 2.62342	 2.55168	 4.84259	 0.08346	 0.10534	 0.72376	29.91330	-1348.208269	-1401745.653110	-53537.384393
1416	 0.94591	 1.37945	 2.55884	 6.10264	 2.60424	 2.67198	 4.63119	 0.08346	 0.10534	 0.72376	29.16556	-1348.124760	-1401716.621155	-53591.860658
1417	 0.96918	 1.34661	 2.61061	 5.96476	 2.50514	 2.55785	 4.64668	 0.08374	 0.10570	 0.73853	28.51116	-1348.156322	-1401677.723839	-53521.401836
1418	 0.93048	 1.42368	 2.61412	 6.37603	 2.50850	 2.65172	 4.65291	 0.08385	 0.10584	 0.72517	27.93308	-1348.037335	-1401730.253247	-53692.917956
1419	 0.92063	 1.37557	 2.60352	 6.47542	 2.41368	 2.56826	 4.63405	 0.08351	 0.10541	 0.72223	27.91040	-1348.104453	-1401697.808564	-53593.355466
1420	 0.91709	 1.32198	 2.53620	 6.65043	 2.40440	 2.55838	 4.61622	 0.08319	 0.10500	 0.71946	27.64544	-1347.994285	-1401682.776922	-53688.491626
1421	 0.88847	 1.32468	 2.54139	 6.66402	 2.34440	 2.56361	 4.62566	 0.07825	 0.10522	 0.72093	27.96988	-1348.101301	-1401712.653247	-53611.352634
1422	 0.84581	 1.38376	 2.63118	 6.64352	 2.25813	 2.55572	 4.71954	 0.07800	 0.10489	 0.71871	27.77924	-1348.081100	-1401705.077628	-53623.977690
1423	 0.81036	 1.42878	 2.51552	 6.86517	 2.24961	 2.65845	 4.65116	 0.07771	 0.09777	 0.71600	28.29533	-1348.018386	-1401689.372784	-53670.987135
1424	 0.83723	 1.48836	 2.46104	 7.13051	 2.24060	 2.64780	 4.63253	 0.07740	 0.09351	 0.71313	27.99928	-1348.128800	-1401757.521885	-53628.721504
1425	 0.90659	 1.42947	 2.36805	 7.37307	 2.16264	 2.73061	 4.61419	 0.07709	 0.09314	 0.71031	28.49126	-1348.268454	-1401730.372128	-53461.917860
1426	 0.89167	 1.43155	 2.29689	 7.38379	 2.10118	 2.73458	 4.62090	 0.07721	 0.09327	 0.71134	29.36198	-1348.130664	-1401798.877537	-53668.213174
1427	 0.93323	 1.39207	 2.39287	 7.39026	 2.20378	 2.73697	 4.62495	 0.07727	 0.09336	 0.71196	29.93393	-1348.104352	-1401760.682145	-53656.330571
1428	 0.92080	 1.43186	 2.48651	 7.03346	 2.12052	 2.73061	 4.61419	 0.07709	 0.09314	 0.71031	29.34985	-1348.290633	-1401746.982449	-53456.349113
1429	 0.91917	 1.49041	 2.60179	 7.02100	 2.01880	 2.62148	 4.75447	 0.07696	 0.09297	 0.71826	28.90385	-1348.275614	-1401742.410219	-53466.795837
1430	 0.95645	 1.54104	 2.67858	 7.04271	 1.96543	 2.54593	 4.76918	 0.07719	 0.09326	 0.72048	28.04972	-1348.226659	-1401717.115681	-53490.456969
1431	 0.91294	 1.43771	 2.68665	 7.06394	 1.89380	 2.55360	 4.78355	 0.07743	 0.09354	 0.72265	27.18346	-1348.141351	-1401718.465746	-53577.114651
1432	 0.87507	 1.48316	 2.56797	 6.72825	 1.82103	 2.54596	 5.01609	 0.07720	 0.09326	 0.72049	27.90494	-1348.260524	-1401719.415007	-53458.890669
1433	 0.89645	 1.40861	 2.47179	 6.52647	 1.82572	 2.67084	 5.02902	 0.07739	 0.09350	 0.72234	28.78296	-1348.413013	-1401769.718768	-53356.705903
1434	 0.85529	 1.45232	 2.35777	 6.18221	 1.81776	 2.57527	 5.00709	 0.08182	 0.09309	 0.71919	29.45549	-1348.411974	-1401792.180841	-53380.206718
1435	 0.89015	 1.40832	 2.44092	 6.38472	 1.79619	 2.56942	 4.99572	 0.08164	 0.09288	 0.71756	29.04048	-1348.317871	-1401763.020886	-53445.149487
1436	 0.92553	 1.33284	 2.33902	 6.68943	 1.76385	 2.56230	 4.98187	 0.08141	 0.09263	 0.71557	28.40658	-1348.156972	-1401717.239963	-53560.267781
1437	 0.89562	 1.33636	 2.41958	 6.91636	 1.69344	 2.56907	 4.99503	 0.08163	 0.09287	 0.71746	27.67009	-1348.219140	-1401737.198074	-53518.057771
1438	 0.86041	 1.37171	 2.28374	 7.23602	 1.68711	 2.55946	 5.22641	 0.08132	 0.09252	 0.71478	27.36187	-1348.306838	-1401737.563156	-53430.725586
1439	 0.88791	 1.37444	 2.19127	 6.96041	 1.60747	 2.56455	 5.23681	 0.08148	 0.09271	 0.71620	26.86134	-1348.234944	-1401645.790231	-53410.845746
1440	 0.84589	 1.37245	 2.06194	 6.52000	 1.54711	 2.56083	 5.22922	 0.08137	 0.09257	 0.71516	27.35559	-1348.376021	-1401718.835558	-53342.814366
1441	 0.84712	 1.32752	 1.96998	 6.77861	 1.54937	 2.56457	 5.23686	 0.08148	 0.09271	 0.71621	26.57989	-1348.408884	-1401724.398947	-53315.515161
1442	 0.87328	 1.28394	 2.03165	 7.08024	 1.58700	 2.56938	 5.24668	 0.08164	 0.09288	 0.71755	25.85863	-1348.349657	-1401686.081224	-53336.424341
1443	 0.88284	 1.36266	 1.93000	 7.09883	 1.55294	 2.57613	 5.26045	 0.08185	 0.09313	 0.73047	25.13298	-1348.469147	-1401642.034057	-53172.887030
1444	 0.88111	 1.30623	 1.92622	 7.41077	 1.48409	 2.57109	 5.25016	 0.08169	 0.09294	 0.72904	25.75606	-1348.138979	-1401635.732715	-53496.753652
1445	 0.85723	 1.28982	 2.01321	 7.17095	 1.53142	 2.58241	 5.46522	 0.08205	 0.09335	 0.73225	25.15494	-1348.425545	-1401690.310070	-53264.764677
1446	 0.88584	 1.27498	 2.02263	 6.89587	 1.58950	 2.59449	 5.21505	 0.08243	 0.09379	 0.73568	24.56513	-1348.535342	-1401707.827629	-53172.485339
1447	 0.88267	 1.27041	 2.07054	 6.87119	 1.59251	 2.58521	 5.19639	 0.08214	 0.09345	 0.73305	25.07685	-1348.328902	-1401662.793995	-53333.891521
1448	 0.85419	 1.27382	 2.15151	 6.88963	 1.59678	 2.52246	 5.21033	 0.08236	 0.09370	 0.73501	25.46284	-1348.359636	-1401708.625624	-53348.989817
1449	 0.89093	 1.22230	 2.26722	 7.04817	 1.66774	 2.53439	 5.23498	 0.08275	 0.09357	 0.73849	25.81467	-1348.460409	-1401735.225265	-53274.815991
1450	 0.85313	 1.22316	 2.36085	 6.72811	 1.59012	 2.44971	 5.23864	 0.08281	 0.09363	 0.73901	25.20135	-1348.308675	-1401703.618086	-53394.942878
1451	 0.85168	 1.27203	 2.48840	 6.52207	 1.56220	 2.38030	 5.22970	 0.08267	 0.09347	 0.73775	25.80232	-1348.085817	-1401662.492473	-53576.675513
1452	 0.88924	 1.31643	 2.48328	 6.22201	 1.62609	 2.45670	 5.21894	 0.08250	 0.09328	 0.73623	25.25523	-1348.077881	-1401700.962895	-53623.081922
1453	 0.84332	 1.33786	 2.44429	 6.19848	 1.71672	 2.43693	 4.98023	 0.08218	 0.09293	 0.73344	25.76326	-1348.059562	-1401726.751019	-53667.188837
1454	 0.85067	 1.28466	 2.32768	 5.89076	 1.74868	 2.43430	 4.97486	 0.08210	 0.09283	 0.73265	25.47798	-1347.984747	-1401731.177186	-53746.429984
1455	 0.82913	 1.31346	 2.22832	 5.58911	 1.72320	 2.56499	 4.98109	 0.08220	 0.09294	 0.73357	25.69825	-1348.019026	-1401679.104250	-53660.077890
1456	 0.79400	 1.23792	 2.29945	 5.42256	 1.68524	 2.57407	 5.25133	 0.08249	 0.09327	 0.75719	25.03847	-1348.162470	-1401652.328249	-53489.858256
1457	 0.82904	 1.24089	 2.23318	 5.43557	 1.64772	 2.58024	 5.16608	 0.08269	 0.09350	 0.74227	24.38014	-1348.061407	-1401703.205705	-53641.798807
1458	 0.80796	 1.19143	 2.29135	 5.53458	 1.69765	 2.57173	 5.14904	 0.08241	 0.09319	 0.73982	24.94761	-1348.025139	-1401610.031784	-53584.892374
1459	 0.81053	 1.20687	 2.21527	 5.81999	 1.67288	 2.57992	 5.16544	 0.08268	 0.09349	 0.74218	24.35620	-1348.176284	-1401673.181022	-53496.896958
1460	 0.78869	 1.26282	 2.20800	 5.61747	 1.66739	 2.57146	 5.14850	 0.08241	 0.09587	 0.73974	23.95347	-1348.282027	-1401736.998453	-53454.971006
1461	 0.79185	 1.20746	 2.26419	 5.92158	 1.73405	 2.58177	 5.16914	 0.08274	 0.09625	 0.74271	23.40309	-1348.244362	-1401730.088140	-53485.725892
1462	 0.74359	 1.25585	 2.17007	 5.90101	 1.62244	 2.57280	 5.15119	 0.08245	 0.09592	 0.74013	24.10415	-1348.223788	-1401738.158724	-53514.370443
1463	 0.78483	 1.32592	 2.06119	 6.17889	 1.66289	 2.56520	 5.13597	 0.08221	 0.09563	 0.73794	24.72151	-1348.107944	-1401711.827779	-53603.883298
1464	 0.81757	 1.26215	 1.97070	 5.98858	 1.59462	 2.49736	 5.35834	 0.08254	 0.09602	 0.74094	25.16506	-1348.359029	-1401759.924950	-53400.895850
1465	 0.84674	 1.20228	 2.06337	 5.97151	 1.63106	 2.49024	 5.50597	 0.08230	 0.09575	 0.73883	25.18518	-1348.344515	-1401723.470977	-53378.956450
1466	 0.84888	 1.22224	 1.97361	 5.98662	 1.71410	 2.49654	 5.51989	 0.08251	 0.09599	 0.74070	24.65803	-1348.383493	-1401684.616259	-53301.123198
1467	 0.87136	 1.19320	 1.98199	 6.17189	 1.63162	 2.50713	 5.54332	 0.08286	 0.09640	 0.74384	23.99441	-1348.344810	-1401737.045703	-53392.236063
1468	 0.85429	 1.12474	 2.03790	 6.53586	 1.69594	 2.51343	 5.40300	 0.08307	 0.09905	 0.74571	23.34388	-1348.289107	-1401722.682300	-53433.574882
1469	 0.82469	 1.15966	 2.09331	 6.55778	 1.78449	 2.50941	 5.53399	 0.08294	 0.09890	 0.74452	22.82870	-1348.198690	-1401731.309960	-53532.620447
1470	 0.78264	 1.16294	 2.21460	 6.99889	 1.78954	 2.51651	 5.34585	 0.08317	 0.09918	 0.74663	23.13909	-1348.355638	-1401724.925795	-53369.288151
1471	 0.78066	 1.13048	 2.28767	 6.98115	 1.78501	 2.51014	 5.33230	 0.08296	 0.09892	 0.74473	22.80120	-1348.437902	-1401768.584574	-53330.682908
1472	 0.75084	 1.08603	 2.21907	 7.21515	 1.72671	 2.51956	 5.35231	 0.08327	 0.09930	 0.74753	22.47813	-1348.264460	-1401713.709198	-53449.248774
